09/28/2022 15:03:31 - train_vm_2d.py[line:61] - INFO: Training with choose label 5, output to output/mnist2/
09/28/2022 15:03:42 - train_vm_2d.py[line:85] - INFO: VM reg_net params: 109170
09/28/2022 15:03:42 - __init__.py[line:505] - WARNING: Setting up a new session...
09/28/2022 15:03:42 - __init__.py[line:590] - INFO: Visdom successfully connected to server
09/28/2022 15:03:42 - train_vm_2d.py[line:119] - INFO: visdom starting, need to open the server: python -m visdom.server
09/28/2022 15:04:59 - train_vm_2d.py[line:61] - INFO: Training with choose label 5, output to output/mnist2/
09/28/2022 15:05:00 - train_vm_2d.py[line:85] - INFO: VM reg_net params: 109170
09/28/2022 15:05:00 - __init__.py[line:505] - WARNING: Setting up a new session...
09/28/2022 15:05:00 - __init__.py[line:590] - INFO: Visdom successfully connected to server
09/28/2022 15:05:00 - train_vm_2d.py[line:119] - INFO: visdom starting, need to open the server: python -m visdom.server
09/28/2022 15:07:23 - train_vm_2d.py[line:61] - INFO: Training with choose label 5, output to output/mnist2/
09/28/2022 15:07:24 - train_vm_2d.py[line:85] - INFO: VM reg_net params: 109170
09/28/2022 15:07:24 - __init__.py[line:505] - WARNING: Setting up a new session...
09/28/2022 15:07:24 - __init__.py[line:590] - INFO: Visdom successfully connected to server
09/28/2022 15:07:24 - train_vm_2d.py[line:119] - INFO: visdom starting, need to open the server: python -m visdom.server
09/28/2022 15:07:33 - train_vm_2d.py[line:192] - INFO: epoch 0, step 78, time train 5.223, time infer 0.005, total loss 71.419, sim loss 71.419, grad loss 0.001, stdJac 0.032, Jac<=0 0.000%
09/28/2022 15:23:08 - train_vm_2d.py[line:192] - INFO: epoch 117, step 9204, time train 4.648, time infer 0.006, total loss 7.253, sim loss 6.952, grad loss 0.300, stdJac 0.557, Jac<=0 0.000%
09/28/2022 15:23:17 - train_vm_2d.py[line:192] - INFO: epoch 118, step 9282, time train 4.647, time infer 0.006, total loss 7.299, sim loss 6.997, grad loss 0.301, stdJac 0.580, Jac<=0 0.000%
09/28/2022 15:23:25 - train_vm_2d.py[line:192] - INFO: epoch 119, step 9360, time train 4.621, time infer 0.005, total loss 7.235, sim loss 6.934, grad loss 0.301, stdJac 0.599, Jac<=0 0.000%
09/28/2022 15:23:32 - train_vm_2d.py[line:192] - INFO: epoch 120, step 9438, time train 4.582, time infer 0.005, total loss 7.229, sim loss 6.926, grad loss 0.302, stdJac 0.547, Jac<=0 0.000%
09/28/2022 15:23:41 - train_vm_2d.py[line:192] - INFO: epoch 121, step 9516, time train 4.787, time infer 0.005, total loss 7.142, sim loss 6.842, grad loss 0.300, stdJac 0.649, Jac<=0 0.000%
09/28/2022 15:23:49 - train_vm_2d.py[line:192] - INFO: epoch 122, step 9594, time train 4.687, time infer 0.005, total loss 7.200, sim loss 6.897, grad loss 0.303, stdJac 0.583, Jac<=0 0.000%
09/28/2022 15:23:57 - train_vm_2d.py[line:192] - INFO: epoch 123, step 9672, time train 4.72, time infer 0.005, total loss 7.196, sim loss 6.894, grad loss 0.302, stdJac 0.558, Jac<=0 0.024%
09/28/2022 15:24:05 - train_vm_2d.py[line:192] - INFO: epoch 124, step 9750, time train 4.596, time infer 0.006, total loss 7.111, sim loss 6.809, grad loss 0.303, stdJac 0.594, Jac<=0 0.000%
09/28/2022 15:24:13 - train_vm_2d.py[line:192] - INFO: epoch 125, step 9828, time train 4.599, time infer 0.005, total loss 7.013, sim loss 6.715, grad loss 0.298, stdJac 0.565, Jac<=0 0.000%
09/28/2022 15:24:21 - train_vm_2d.py[line:192] - INFO: epoch 126, step 9906, time train 4.579, time infer 0.006, total loss 7.145, sim loss 6.842, grad loss 0.302, stdJac 0.538, Jac<=0 0.000%
09/28/2022 15:24:29 - train_vm_2d.py[line:192] - INFO: epoch 127, step 9984, time train 4.79, time infer 0.005, total loss 7.119, sim loss 6.819, grad loss 0.300, stdJac 0.545, Jac<=0 0.000%
09/28/2022 15:24:37 - train_vm_2d.py[line:192] - INFO: epoch 128, step 10062, time train 4.847, time infer 0.005, total loss 7.053, sim loss 6.750, grad loss 0.303, stdJac 0.569, Jac<=0 0.000%
09/28/2022 15:24:45 - train_vm_2d.py[line:192] - INFO: epoch 129, step 10140, time train 4.713, time infer 0.005, total loss 7.060, sim loss 6.762, grad loss 0.298, stdJac 0.606, Jac<=0 0.000%
09/28/2022 15:24:53 - train_vm_2d.py[line:192] - INFO: epoch 130, step 10218, time train 4.67, time infer 0.006, total loss 6.987, sim loss 6.688, grad loss 0.299, stdJac 0.522, Jac<=0 0.000%
09/28/2022 15:25:01 - train_vm_2d.py[line:192] - INFO: epoch 131, step 10296, time train 4.737, time infer 0.005, total loss 6.898, sim loss 6.600, grad loss 0.298, stdJac 0.516, Jac<=0 0.000%
09/28/2022 15:25:09 - train_vm_2d.py[line:192] - INFO: epoch 132, step 10374, time train 4.7, time infer 0.006, total loss 6.896, sim loss 6.599, grad loss 0.297, stdJac 0.550, Jac<=0 0.000%
09/28/2022 15:25:18 - train_vm_2d.py[line:192] - INFO: epoch 133, step 10452, time train 4.739, time infer 0.006, total loss 6.927, sim loss 6.628, grad loss 0.298, stdJac 0.606, Jac<=0 0.000%
09/28/2022 15:25:25 - train_vm_2d.py[line:192] - INFO: epoch 134, step 10530, time train 4.586, time infer 0.005, total loss 6.846, sim loss 6.547, grad loss 0.299, stdJac 0.578, Jac<=0 0.000%
09/28/2022 15:25:34 - train_vm_2d.py[line:192] - INFO: epoch 135, step 10608, time train 4.68, time infer 0.005, total loss 6.889, sim loss 6.594, grad loss 0.296, stdJac 0.585, Jac<=0 0.000%
09/28/2022 15:25:42 - train_vm_2d.py[line:192] - INFO: epoch 136, step 10686, time train 4.665, time infer 0.005, total loss 6.881, sim loss 6.584, grad loss 0.298, stdJac 0.509, Jac<=0 0.000%
09/28/2022 15:25:50 - train_vm_2d.py[line:192] - INFO: epoch 137, step 10764, time train 4.696, time infer 0.005, total loss 6.806, sim loss 6.505, grad loss 0.301, stdJac 0.515, Jac<=0 0.000%
